Sl. No.,Timestamp,Labels,I_w_BLO_Weg,O_w_BLO_power,O_w_BLO_voltage,I_w_BHL_Weg,O_w_BHL_power,O_w_BHL_voltage,I_w_BHR_Weg,O_w_BHR_power,O_w_BHR_voltage,I_w_BRU_Weg,O_w_BRU_power,O_w_BRU_voltage,I_w_HR_Weg,O_w_HR_power,O_w_HR_voltage,I_w_HL_Weg,O_w_HL_power,O_w_HL_voltage,Training
248,3.501998901,1,8,0,0,234,27908.73554,94,781,20,0,572,13,1,-640,20090,184,-641,17680,188,0
249,3.559997559,1,8,0,0,373,24258.73554,93,781,20,0,572,13,1,-763,20090,184,-764,17680,188,1
250,3.604995728,1,8,0,0,373,24258.73554,93,781,20,1,572,0,1,-763,4787,126,-764,29056,123,0
251,3.662002563,1,8,0,0,373,24258.73554,93,781,20,1,572,0,1,-763,4787,126,-764,29056,123,1
252,3.761001587,1,8,0,0,373,24258.73554,93,781,20,1,572,0,1,-763,4787,126,-764,29056,123,0
253,3.816001892,1,8,0,0,512,28007.73554,97,781,0,0,572,3,1,-825,12156,59,-826,17808,59,1
254,3.871002197,1,8,0,0,512,28007.73554,97,781,0,0,572,3,1,-825,12156,59,-826,17808,59,0
255,3.918998718,1,8,0,0,512,28007.73554,97,781,0,0,572,3,1,-825,12156,59,-826,17808,59,0
256,3.976997375,1,0,0,0,652,22493.73554,94,781,0,1,572,0,0,-833,13456,27,-833,22680,31,0
257,4.075996399,1,0,0,0,652,22493.73554,94,781,0,1,572,0,0,-833,13456,27,-833,22680,31,1
258,4.130996704,1,0,0,0,652,22493.73554,94,781,0,1,572,0,0,-833,13456,27,-833,22680,31,1
259,4.174995422,1,27,16560,45,791,22015.73554,92,781,20,1,572,0,1,-833,10236,26,-833,22680,29,1
260,4.224998474,1,27,16560,45,791,22015.73554,92,781,20,1,572,0,1,-833,10236,26,-833,22680,29,0
261,4.263999939,1,27,16560,45,791,22015.73554,92,781,20,1,572,0,1,-833,10236,26,-833,22680,29,1
262,4.340995789,1,27,16560,45,791,22015.73554,92,781,20,1,572,0,1,-833,10236,26,-833,22680,29,0
263,4.435997009,1,27,16560,45,791,22015.73554,92,781,20,1,572,0,1,-833,10236,26,-833,22680,29,1
264,4.492996216,1,96,15570,45,910,23493.73554,47,781,20,0,572,1,1,-833,8312,26,-833,21114,29,1
265,4.547996521,1,96,15570,45,910,23493.73554,47,781,20,0,572,1,1,-833,8312,26,-833,21114,29,1
266,4.593002319,1,96,15570,45,910,23493.73554,47,781,20,0,572,1,1,-833,8312,26,-833,21114,29,0
267,4.650001526,1,165,22236,51,934,162,2,781,20,1,572,0,0,-833,3928,24,-833,14023,27,1
268,4.753997803,0,165,22236,51,934,162,2,781,20,1,572,0,0,-833,3928,24,-833,14023,27,1
269,4.808998108,0,165,22236,51,934,162,2,781,20,1,572,0,0,-833,3928,24,-833,14023,27,1
270,4.864997864,0,235,18620,49,934,57,1,781,0,0,572,2,0,-833,6128,26,-833,11620,27,1
271,4.909996033,0,235,18620,49,934,57,1,781,0,0,572,2,0,-833,6128,26,-833,11620,27,1
272,4.986000061,0,235,18620,49,934,57,1,781,0,0,572,2,0,-833,6128,26,-833,11620,27,0
273,5.054000854,0,303,21632,51,934,39,1,781,20,0,572,0,1,-833,6050,24,-833,7454,26,1
274,5.085998535,0,303,21632,51,934,39,1,781,20,0,572,0,1,-833,6050,24,-833,7454,26,0
275,5.185997009,0,303,21632,51,934,39,1,781,20,0,572,0,1,-833,6050,24,-833,7454,26,1
276,5.233001709,0,303,21632,51,934,39,1,781,20,0,572,0,1,-833,6050,24,-833,7454,26,1
277,5.288002014,0,303,21632,51,934,39,1,781,20,0,572,0,1,-833,6050,24,-833,7454,26,1
278,5.331001282,0,373,19584,51,934,17,1,781,0,0,572,3,1,-833,3304,24,-833,6908,24,1
279,5.388999939,0,373,19584,51,934,17,1,781,0,0,572,3,1,-833,3304,24,-833,6908,24,0
280,5.503997803,0,373,19584,51,934,17,1,781,0,0,572,3,1,-833,3304,24,-833,6908,24,1
281,5.547996521,0,373,19584,51,934,17,1,781,0,0,572,3,1,-833,3304,24,-833,6908,24,0
282,5.602996826,0,436,14781,40,934,0,0,781,0,0,572,3,1,-833,3784,26,-833,6908,26,0
283,5.67199707,0,436,14781,40,934,0,0,781,0,0,572,3,1,-833,3784,26,-833,6908,26,1
284,5.720001221,0,436,14781,40,934,0,0,781,0,0,572,3,1,-833,3784,26,-833,6908,26,1
285,5.777000427,0,485,3960,22,934,0,0,781,0,0,572,0,0,-833,6570,26,-833,7454,26,1
286,5.833000183,0,485,3960,22,934,0,0,781,0,0,572,0,0,-833,6570,26,-833,7454,26,1
287,5.934997559,0,485,3960,22,934,0,0,781,0,0,572,0,0,-833,6570,26,-833,7454,26,1
288,5.991996765,0,472,16544,43,934,0,0,781,0,0,572,0,0,-833,7116,24,-833,8026,26,1
289,6.040000916,0,472,16544,43,934,0,0,781,0,0,572,0,0,-833,7116,24,-833,8026,26,1
290,6.101997375,0,472,16544,43,934,0,0,781,0,0,572,0,0,-833,7116,24,-833,8026,26,0
291,6.169998169,0,404,19550,49,934,0,0,781,0,0,572,6,1,-833,4528,24,-833,8702,26,1
292,6.208000183,0,404,19550,49,934,0,0,781,0,0,572,6,1,-833,4528,24,-833,8702,26,1
293,6.310997009,0,404,19550,49,934,0,0,781,0,0,572,6,1,-833,4528,24,-833,8702,26,1
294,6.362998962,0,404,19550,49,934,0,0,781,0,0,572,6,1,-833,4528,24,-833,8702,26,0
295,6.408996582,0,404,19550,49,934,0,0,781,0,0,572,6,1,-833,4528,24,-833,8702,26,1
296,6.477996826,0,333,19350,50,934,0,0,781,0,1,572,6,1,-833,7636,24,-833,10702,27,1
297,6.524002075,0,333,19350,50,934,0,0,781,0,1,572,6,1,-833,7636,24,-833,10702,27,1
298,6.625999451,0,333,19350,50,934,0,0,781,0,1,572,6,1,-833,7636,24,-833,10702,27,1
299,6.680999756,0,264,19257,49,934,0,0,781,0,1,572,6,1,-833,5080,26,-833,11458,26,1
300,6.736999512,0,264,19257,49,934,0,0,781,0,1,572,6,1,-833,5080,26,-833,11458,26,1
301,6.809997559,0,264,19257,49,934,0,0,781,0,1,572,6,1,-833,5080,26,-833,11458,26,0
302,6.857002258,0,193,20200,50,934,0,0,781,18,0,572,6,1,-833,5344,24,-833,12106,26,1
303,6.915000916,0,193,20200,50,934,0,0,781,18,0,572,6,1,-833,5344,24,-833,12106,26,1
304,6.958999634,0,193,20200,50,934,0,0,781,18,0,572,6,1,-833,5344,24,-833,12106,26,1
305,7.073997498,0,123,17202,47,0,0,0,781,0,0,572,6,0,-833,8520,26,-833,12241,27,1
306,7.117996216,0,123,17202,47,0,0,0,781,0,0,572,6,0,-833,8520,26,-833,12241,27,1
307,7.174995422,0,123,17202,47,0,0,0,781,0,0,572,6,0,-833,8520,26,-833,12241,27,1
308,7.220001221,0,123,17202,47,0,0,0,781,0,0,572,6,0,-833,8520,26,-833,12241,27,1
309,7.276000977,0,123,17202,47,0,0,0,781,0,0,572,6,0,-833,8520,26,-833,12241,27,0
310,7.379997253,0,123,17202,47,0,0,0,781,0,0,572,6,0,-833,8520,26,-833,12241,27,1
311,7.426002502,0,55,23382,54,-48,19788,51,781,0,0,572,6,1,-833,8754,26,-833,12565,27,1
312,7.483001709,0,55,23382,54,-48,19788,51,781,0,0,572,6,1,-833,8754,26,-833,12565,27,1
313,7.53099823,0,55,23382,54,-48,19788,51,781,0,0,572,6,1,-833,8754,26,-833,12565,27,1
314,7.583999634,0,-14,20550,50,-117,18001,47,781,18,0,572,6,1,-833,9092,26,-833,13753,26,1
315,7.64099884,0,-14,20550,50,-117,18001,47,781,18,0,572,6,1,-833,9092,26,-833,13753,26,1
316,7.752998352,0,-14,20550,50,-117,18001,47,781,18,0,572,6,1,-833,9092,26,-833,13753,26,1
317,7.79699707,0,-83,14895,45,-187,16856,47,781,0,0,572,6,1,-833,9092,26,-833,14698,27,1
318,7.843002319,0,-83,14895,45,-187,16856,47,781,0,0,572,6,1,-833,9092,26,-833,14698,27,1
319,7.909996033,0,-83,14895,45,-187,16856,47,781,0,0,572,6,1,-833,9092,26,-833,14698,27,1
320,7.971000671,0,-108,220,3,-256,20750,49,781,18,1,572,9,1,-833,9638,26,-833,15265,29,1
321,8.065002441,0,-108,220,3,-256,20750,49,781,18,1,572,9,1,-833,9638,26,-833,15265,29,1
322,8.121002197,0,-108,220,3,-256,20750,49,781,18,1,572,9,1,-833,9638,26,-833,15265,29,1
323,8.176002502,0,-108,279,2,-343,31879,98,-15,118,65,572,0,1,-824,11979,8,-824,16926,14,1
324,8.223999023,0,-108,279,2,-343,31879,98,-15,118,65,572,0,1,-824,11979,8,-824,16926,14,1
325,8.270996094,0,-108,279,2,-343,31879,98,-15,118,65,572,0,1,-824,11979,8,-824,16926,14,1
326,8.336997986,0,-108,279,2,-343,31879,98,-15,118,65,572,0,1,-824,11979,8,-824,16926,14,1
327,8.391998291,0,-108,279,2,-343,31879,98,-15,118,65,572,0,1,-824,11979,8,-824,16926,14,1
328,8.43699646,0,-108,166,2,-486,7102,92,-151,4860,93,572,0,1,-759,1344,83,-757,7706,78,1
329,8.547996521,0,-108,166,2,-486,7102,92,-151,4860,93,572,0,1,-759,1344,83,-757,7706,78,1
330,8.593002319,0,-108,166,2,-486,7102,92,-151,4860,93,572,0,1,-759,1344,83,-757,7706,78,1
331,8.644996643,0,-108,60,1,-626,11910,89,-290,3224,90,572,9,1,-631,28632,149,-629,16356,151,1
332,8.699996948,0,-108,60,1,-626,11910,89,-290,3224,90,572,9,1,-631,28632,149,-629,16356,151,1
333,8.754997253,0,-108,60,1,-626,11910,89,-290,3224,90,572,9,1,-631,28632,149,-629,16356,151,1
334,8.854995728,0,-108,60,1,-626,11910,89,-290,3224,90,572,9,1,-631,28632,149,-629,16356,151,1
335,8.910995483,0,-108,0,1,-733,5848,33,-428,11392,92,572,0,1,-444,17261,210,-440,4370,213,0
336,8.955001831,0,-108,0,1,-733,5848,33,-428,11392,92,572,0,1,-444,17261,210,-440,4370,213,1
337,9.01499939,0,-108,0,1,-733,5848,33,-428,11392,92,572,0,1,-444,17261,210,-440,4370,213,1
338,9.062995911,0,-108,25,1,-747,35,1,-566,15302,94,572,9,1,-241,16332,156,-238,20988,156,1
339,9.174995422,0,-108,25,1,-747,35,1,-566,15302,94,572,9,1,-241,16332,156,-238,20988,156,1
340,9.221000671,0,-108,25,1,-747,35,1,-566,15302,94,572,9,1,-241,16332,156,-238,20988,156,0
341,9.277000427,0,-108,0,0,-747,33,1,-699,10012,92,572,9,1,-105,396,93,-102,26781,93,1
342,9.321998596,0,-108,0,0,-747,33,1,-699,10012,92,572,9,1,-105,396,93,-102,26781,93,1
343,9.377998352,0,-108,0,0,-747,33,1,-699,10012,92,572,9,1,-105,396,93,-102,26781,93,1
344,9.482002258,0,-108,0,0,-747,33,1,-699,10012,92,572,9,1,-105,396,93,-102,26781,93,0
345,9.539001465,0,-108,0,0,-747,33,1,-699,10012,92,572,9,1,-105,396,93,-102,26781,93,1
346,9.59400177,0,-108,0,0,0,29,1,-840,11332,90,572,12,0,-21,15198,29,-20,4048,27,1
347,9.638000488,0,-108,0,0,0,29,1,-840,11332,90,572,12,0,-21,15198,29,-20,4048,27,1
348,9.694000244,0,-108,0,0,0,29,1,-840,11332,90,572,12,0,-21,15198,29,-20,4048,27,1
349,9.749000549,0,-108,0,0,0,27,1,-979,15538,98,572,12,1,0,11042,27,0,9638,24,1
350,9.852996826,0,-108,0,0,0,27,1,-979,15538,98,572,12,1,0,11042,27,0,9638,24,1
351,9.900001526,0,-108,0,0,0,27,1,-979,15538,98,572,12,1,0,11042,27,0,9638,24,0
352,9.960998535,0,-108,0,0,0,31,1,-1077,16219,47,-22,19150,50,0,10236,26,0,12238,26,1
353,10.01699829,0,-108,0,0,0,31,1,-1077,16219,47,-22,19150,50,0,10236,26,0,12238,26,1
354,10.07299805,0,-108,0,0,0,31,1,-1077,16219,47,-22,19150,50,0,10236,26,0,12238,26,1
355,10.16799927,0,-108,0,0,0,31,1,-1077,16219,47,-22,19150,50,0,10236,26,0,12238,26,1
356,10.22399902,0,-108,0,0,0,27,1,-1147,16450,49,-91,21528,52,0,9638,26,0,12966,26,0
357,10.28599548,0,-108,0,0,0,27,1,-1147,16450,49,-91,21528,52,0,9638,26,0,12966,26,1
358,10.34099579,0,-108,0,0,0,27,1,-1147,16450,49,-91,21528,52,0,9638,26,0,12966,26,1
359,10.39699554,0,-108,0,0,0,27,1,-1217,13395,46,-161,19176,51,0,8962,26,0,12576,26,1
360,10.44200134,0,-108,0,0,0,27,1,-1217,13395,46,-161,19176,51,0,8962,26,0,12576,26,0
361,10.54399872,0,-108,0,0,0,27,1,-1217,13395,46,-161,19176,51,0,8962,26,0,12576,26,1
362,10.60399628,0,-108,0,0,0,27,1,-1217,13395,46,-161,19176,51,0,8962,26,0,12576,26,1
363,10.65100098,0,-108,0,0,0,27,1,-1217,13395,46,-161,19176,51,0,8962,26,0,12576,26,1
364,10.71099854,0,-108,0,0,0,27,1,-1256,0,0,-229,26488,56,0,9757,26,0,12576,26,0
365,10.75899506,0,-108,0,0,0,27,1,-1256,0,0,-229,26488,56,0,9757,26,0,12576,26,1
366,10.81800079,0,-108,0,0,0,27,1,-1256,0,0,-229,26488,56,0,9757,26,0,12576,26,1
367,10.91799927,0,-108,0,0,0,29,1,-1256,0,0,-300,19584,52,0,7636,26,0,12212,26,1
368,10.97299957,0,-108,0,0,0,29,1,-1256,0,0,-300,19584,52,0,7636,26,0,12212,26,1
369,11.02799988,0,-108,0,0,0,29,1,-1256,0,0,-300,19584,52,0,7636,26,0,12212,26,1
370,11.07499695,0,-108,0,0,0,27,1,-1256,0,0,-368,20196,52,0,7376,26,0,11822,26,1
371,11.12999725,0,-108,0,0,0,27,1,-1256,0,0,-368,20196,52,0,7376,26,0,11822,26,1
372,11.18299866,0,-108,0,0,0,27,1,-1256,0,0,-368,20196,52,0,7376,26,0,11822,26,1
373,11.29399872,0,-108,0,0,0,27,1,-1256,0,0,-368,20196,52,0,7376,26,0,11822,26,1
374,11.33799744,0,-108,0,0,0,20,1,-1256,0,0,-439,21250,51,0,6726,26,0,11484,26,1
375,11.39299774,0,-108,0,0,0,20,1,-1256,0,0,-439,21250,51,0,6726,26,0,11484,26,0
376,11.43799591,0,-108,0,0,0,20,1,-1256,0,0,-439,21250,51,0,6726,26,0,11484,26,1
377,11.50099945,0,-108,0,0,0,20,1,-1256,0,0,-508,21400,50,0,3472,24,0,8080,24,0
378,11.54799652,0,-108,0,0,0,20,1,-1256,0,0,-508,21400,50,0,3472,24,0,8080,24,1
379,11.60299683,0,-108,0,0,0,20,1,-1256,0,0,-508,21400,50,0,3472,24,0,8080,24,1
380,11.70600128,0,-108,0,0,0,20,1,-1256,0,0,-574,24695,55,0,3232,24,0,7720,24,0
381,11.76300049,0,-108,0,0,0,20,1,-1256,0,0,-574,24695,55,0,3232,24,0,7720,24,1
382,11.81299591,0,-108,0,0,0,20,1,-1256,0,0,-574,24695,55,0,3232,24,0,7720,24,0
383,11.86699677,0,-108,0,0,0,20,1,-1256,0,0,-574,24695,55,0,3232,24,0,7720,24,0
384,11.91600037,0,-108,0,0,0,20,1,-1256,0,0,-574,24695,55,0,3232,24,0,7720,24,1
385,0,0,8,0,0,-545,0,0,-875,50,2,-11,16956,52,0,5322,24,0,3434,24,1
386,0.058998108,0,8,0,0,-545,0,0,-875,50,2,-11,16956,52,0,5322,24,0,3434,24,1
387,0.159004211,0,8,0,0,-545,0,0,-875,50,2,-11,16956,52,0,5322,24,0,3434,24,1
388,0.215003967,0,8,0,0,-545,0,0,-875,36,1,-6,20736,54,0,5764,26,0,5008,24,0
389,0.263000488,0,8,0,0,-545,0,0,-875,36,1,-6,20736,54,0,5764,26,0,5008,24,1
390,0.319000244,0,8,0,0,-545,0,0,-875,36,1,-6,20736,54,0,5764,26,0,5008,24,1
391,0.396003723,0,8,0,0,-545,0,0,-875,31,1,62,18700,50,0,5972,24,0,5008,24,1
392,0.477005005,0,8,0,0,-545,0,0,-875,31,1,62,18700,50,0,5972,24,0,5008,24,1
393,0.521003723,0,8,0,0,-545,0,0,-875,31,1,62,18700,50,0,5972,24,0,5008,24,1
394,0.57800293,0,8,0,0,-545,0,0,-875,31,1,62,18700,50,0,5972,24,0,5008,24,1
395,0.628997803,0,8,0,0,-545,0,0,-875,31,1,62,18700,50,0,5972,24,0,5008,24,0
396,0.690002441,0,8,0,0,-545,0,0,-875,20,1,136,19329,51,0,6232,26,0,5008,24,1
397,0.783004761,0,8,0,0,-545,0,0,-875,20,1,136,19329,51,0,6232,26,0,5008,24,1
398,0.841003418,0,8,0,0,-545,0,0,-875,20,1,136,19329,51,0,6232,26,0,5008,24,1
399,0.896003723,0,8,0,0,-545,0,0,-875,14,1,206,18044,52,0,6908,26,0,5008,24,1
400,0.940002441,0,8,0,0,-545,0,0,-875,14,1,206,18044,52,0,6908,26,0,5008,24,1
401,0.988998413,0,8,0,0,-545,0,0,-875,14,1,206,18044,52,0,6908,26,0,5008,24,0
402,1.104003906,0,8,0,0,-545,0,0,-875,14,1,206,18044,52,0,6908,26,0,5008,24,1
403,1.149002075,0,8,0,0,-545,0,0,-875,14,1,206,18044,52,0,6908,26,0,5008,24,1
404,1.208000183,0,8,0,0,-545,0,0,-875,13,0,278,22660,54,0,7168,26,0,5008,24,0
405,1.251998901,0,8,0,0,-545,0,0,-875,13,0,278,22660,54,0,7168,26,0,5008,24,1
406,1.307998657,0,8,0,0,-545,0,0,-875,13,0,278,22660,54,0,7168,26,0,5008,24,1
407,1.353004456,0,8,0,0,-545,0,0,1,9552.247934,15,348,16950,51,0,4528,26,0,5440,23,1
408,1.496002197,1,8,0,0,-545,0,0,1,9552.247934,15,348,16950,51,0,4528,26,0,5440,23,1
409,1.551002502,1,8,0,0,-545,0,0,1,9552.247934,15,348,16950,51,0,4528,26,0,5440,23,1
410,1.600997925,1,8,0,0,-545,0,0,62,22832.24793,47,416,23307,52,0,8702,26,0,3848,23,1
411,1.65599823,1,8,0,0,-545,0,0,62,22832.24793,47,416,23307,52,0,8702,26,0,3848,23,1
412,1.711997986,1,8,0,0,-545,0,0,62,22832.24793,47,416,23307,52,0,8702,26,0,3848,23,0
413,1.759002686,1,8,0,0,-545,0,0,131,20520.24793,46,487,15502,47,0,10678,26,0,3848,23,1
414,1.867004395,1,8,0,0,-545,0,0,131,20520.24793,46,487,15502,47,0,10678,26,0,3848,23,1
415,1.9220047,1,8,0,0,-545,0,0,131,20520.24793,46,487,15502,47,0,10678,26,0,3848,23,1
416,1.966003418,1,8,0,0,-545,0,0,201,24524.24793,47,554,7105,34,0,13483,26,0,3848,23,1
417,2.021003723,1,8,0,0,-545,0,0,201,24524.24793,47,554,7105,34,0,13483,26,0,3848,23,1
418,2.076004028,1,8,0,0,-545,0,0,201,24524.24793,47,554,7105,34,0,13483,26,0,3848,23,1
419,2.148002625,1,8,0,0,-545,0,0,201,24524.24793,47,554,7105,34,0,13483,26,0,3848,23,1
420,2.192001343,1,8,0,0,-545,0,0,272,23279.24793,47,566,0,0,0,15049,27,0,3434,26,1
421,2.249000549,1,8,0,0,-545,0,0,272,23279.24793,47,566,0,0,0,15049,27,0,3434,26,1
422,2.348999023,1,8,0,0,-545,0,0,272,23279.24793,47,566,0,0,0,15049,27,0,3434,26,1
423,2.404998779,1,8,0,0,-545,0,0,272,23279.24793,47,566,0,0,0,15049,27,0,3434,26,1
424,2.459999084,1,8,0,0,-545,0,0,272,23279.24793,47,566,0,0,0,15049,27,0,3434,26,1
425,2.51599884,1,8,0,0,-545,0,0,377,16490.24793,92,566,0,0,-18,28820,83,-18,12492,80,1
426,2.571998596,1,8,0,0,-545,0,0,377,16490.24793,92,566,0,0,-18,28820,83,-18,12492,80,1
427,2.616004944,1,8,0,0,-545,0,0,377,16490.24793,92,566,0,0,-18,28820,83,-18,12492,80,1
428,2.718002319,1,8,0,0,-545,0,0,515,20144.24793,95,566,0,0,-97,21757,154,-99,19350,147,1
429,2.778999329,1,8,0,0,-545,0,0,515,20144.24793,95,566,0,0,-97,21757,154,-99,19350,147,0
430,2.833999634,1,8,0,0,-545,0,0,515,20144.24793,95,566,0,0,-97,21757,154,-99,19350,147,1
431,2.882003784,1,8,0,0,0,49,2,656,10292.24793,90,566,0,0,-239,7940,226,-241,23120,223,1
432,2.946998596,1,8,0,0,0,49,2,656,10292.24793,90,566,0,0,-239,7940,226,-241,23120,223,1
433,2.996002197,1,8,0,0,0,49,2,656,10292.24793,90,566,0,0,-239,7940,226,-241,23120,223,1
434,3.096000671,1,8,0,0,0,49,2,656,10292.24793,90,566,0,0,-239,7940,226,-241,23120,223,1
435,3.145004272,1,8,0,0,79,22852,100,762,13629.24793,39,566,0,0,-428,3028,264,-432,6430,266,1
436,3.208000183,1,8,0,0,79,22852,100,762,13629.24793,39,566,0,0,-428,3028,264,-432,6430,266,1
437,3.263999939,1,8,0,0,210,16442,97,781,0,0,566,0,0,-611,18488,211,-613,3450,202,1
438,3.311004639,0,8,0,0,210,16442,97,781,0,0,566,0,0,-611,18488,211,-613,3450,202,0
439,3.410003662,0,8,0,0,210,16442,97,781,0,0,566,0,0,-611,18488,211,-613,3450,202,1
440,3.45400238,0,8,0,0,210,16442,97,781,0,0,566,0,0,-611,18488,211,-613,3450,202,1
441,3.510002136,0,8,0,0,210,16442,97,781,0,0,566,0,0,-611,18488,211,-613,3450,202,1
442,3.558998108,0,8,0,0,349,14257,94,781,0,0,566,0,0,-746,8134,136,-747,888,139,1
443,3.614997864,0,8,0,0,349,14257,94,781,0,0,566,0,0,-746,8134,136,-747,888,139,1
444,3.722999573,0,8,0,0,349,14257,94,781,0,0,566,0,0,-746,8134,136,-747,888,139,1
445,3.778999329,0,8,0,0,487,13732,94,781,0,0,566,0,0,-819,32376,72,-819,13792,72,1
446,3.824005127,0,8,0,0,487,13732,94,781,0,0,566,0,0,-819,32376,72,-819,13792,72,1
447,3.884002686,0,8,0,0,487,13732,94,781,0,0,566,0,0,-819,32376,72,-819,13792,72,1
448,3.936004639,0,8,0,0,487,13732,94,781,0,0,566,0,0,-819,32376,72,-819,13792,72,0
449,4.031997681,0,0,0,0,628,6744,89,781,0,0,566,0,0,-833,12212,27,-833,23057,29,1
450,4.086997986,0,0,0,0,628,6744,89,781,0,0,566,0,0,-833,12212,27,-833,23057,29,1
451,4.132003784,0,0,0,0,628,6744,89,781,0,0,566,0,0,-833,12212,27,-833,23057,29,1
452,4.18800354,0,27,18568,45,790,15967,94,781,0,0,566,0,0,-833,10236,26,-833,27527,31,1
453,4.291000366,0,27,18568,45,790,15967,94,781,0,0,566,0,0,-833,10236,26,-833,27527,31,1
454,4.336997986,0,27,18568,45,790,15967,94,781,0,0,566,0,0,-833,10236,26,-833,27527,31,1
455,4.396003723,0,27,18568,45,790,15967,94,781,0,0,566,0,0,-833,10236,26,-833,27527,31,1
456,4.441001892,0,27,18568,45,790,15967,94,781,0,0,566,0,0,-833,10236,26,-833,27527,31,0
457,4.499000549,0,96,13948,44,910,15250,47,781,0,0,566,0,0,-833,8390,26,-833,21027,29,1
458,4.597999573,0,96,13948,44,910,15250,47,781,0,0,566,0,0,-833,8390,26,-833,21027,29,0
459,4.649002075,0,96,13948,44,910,15250,47,781,0,0,566,0,0,-833,8390,26,-833,21027,29,1
460,4.714004517,0,165,20358,52,935,304,2,781,0,0,566,0,0,-833,6986,26,-833,12592,27,1
461,4.759002686,0,165,20358,52,935,304,2,781,0,0,566,0,0,-833,6986,26,-833,12592,27,1
462,4.832000732,0,165,20358,52,935,304,2,781,0,0,566,0,0,-833,6986,26,-833,12592,27,0
463,4.887001038,0,235,23004,54,935,280,2,781,0,0,566,0,0,-833,5972,24,-833,7194,26,0
464,4.931999207,0,235,23004,54,935,280,2,781,0,0,566,0,0,-833,5972,24,-833,7194,26,1
465,5.031997681,0,235,23004,54,935,280,2,781,0,0,566,0,0,-833,5972,24,-833,7194,26,1
466,5.088005066,0,304,20592,52,935,131,1,781,0,0,566,0,0,-833,3064,24,-833,5972,26,1
467,5.145004272,0,304,20592,52,935,131,1,781,0,0,566,0,0,-833,3064,24,-833,5972,26,1
468,5.20300293,0,304,20592,52,935,131,1,781,0,0,566,0,0,-833,3064,24,-833,5972,26,1
469,5.258003235,0,304,20592,52,935,131,1,781,0,0,566,0,0,-833,3064,24,-833,5972,26,1
470,5.302001953,0,304,20592,52,935,131,1,781,0,0,566,0,0,-833,3064,24,-833,5972,26,1
471,5.408004761,0,374,20910,52,935,122,1,781,0,0,566,0,0,-833,3304,24,-833,6908,26,1
472,5.467002869,0,374,20910,52,935,122,1,781,0,0,566,0,0,-833,3304,24,-833,6908,26,0
473,5.511001587,0,374,20910,52,935,122,1,781,0,0,566,0,0,-833,3304,24,-833,6908,26,1
474,5.567001343,0,436,14440,40,935,108,1,781,0,0,566,0,0,-833,3544,24,-833,8839,27,1
475,5.614997864,0,436,14440,40,935,108,1,781,0,0,566,0,0,-833,3544,24,-833,8839,27,0
476,5.721000671,0,436,14440,40,935,108,1,781,0,0,566,0,0,-833,3544,24,-833,8839,27,0
477,5.781997681,0,436,14440,40,935,108,1,781,0,0,566,0,0,-833,3544,24,-833,8839,27,0
478,5.826004028,0,485,4560,24,935,0,0,781,0,0,566,0,0,-833,3784,26,-833,8390,26,0
479,5.878997803,0,485,4560,24,935,0,0,781,0,0,566,0,0,-833,3784,26,-833,8390,26,1
480,5.937004089,0,485,4560,24,935,0,0,781,0,0,566,0,0,-833,3784,26,-833,8390,26,0
481,5.983001709,0,477,15996,43,935,0,0,781,0,0,566,0,0,-833,6830,26,-833,11188,26,0
482,6.091003418,0,477,15996,43,935,0,0,781,0,0,566,0,0,-833,6830,26,-833,11188,26,1
483,6.150001526,0,477,15996,43,935,0,0,781,0,0,566,0,0,-833,6830,26,-833,11188,26,1
484,6.205001831,0,410,18571,49,935,0,0,781,0,0,566,0,0,-833,7168,26,-833,9690,27,1
485,6.249000549,0,410,18571,49,935,0,0,781,0,0,566,0,0,-833,7168,26,-833,9690,27,1
486,6.306999207,0,410,18571,49,935,0,0,781,0,0,566,0,0,-833,7168,26,-833,9690,27,1
487,6.361999512,0,410,18571,49,935,0,0,781,0,0,566,0,0,-833,7168,26,-833,9690,27,1
488,6.430000305,0,410,18571,49,935,0,0,781,0,0,566,0,0,-833,7168,26,-833,9690,27,1
489,6.53099823,0,341,19796,49,935,0,0,781,0,0,566,0,0,-833,7636,26,-833,11890,27,1
490,6.588005066,0,341,19796,49,935,0,0,781,0,0,566,0,0,-833,7636,26,-833,11890,27,1
491,6.644004822,0,341,19796,49,935,0,0,781,0,0,566,0,0,-833,7636,26,-833,11890,27,1
492,6.691001892,0,271,19061,49,935,0,0,781,0,0,566,0,0,-833,7922,24,-833,10964,27,1
493,6.746002197,0,271,19061,49,935,0,0,781,0,0,566,0,0,-833,7922,24,-833,10964,27,1
494,6.807998657,0,271,19061,49,935,0,0,781,0,0,566,0,0,-833,7922,24,-833,10964,27,1
495,6.910003662,0,200,20874,49,935,0,0,781,0,0,566,0,0,-833,8182,24,-833,11172,27,1
496,6.963005066,0,200,20874,49,935,0,0,781,0,0,566,0,0,-833,8182,24,-833,11172,27,1
497,7.010002136,0,200,20874,49,935,0,0,781,0,0,566,0,0,-833,8182,24,-833,11172,27,1
498,7.07800293,0,129,18277,49,0,0,0,781,0,0,566,0,0,-833,8182,24,-833,13456,27,1
499,7.123001099,0,129,18277,49,0,0,0,781,0,0,566,0,0,-833,8182,24,-833,13456,27,1
500,7.176002502,0,129,18277,49,0,0,0,781,0,0,566,0,0,-833,8182,24,-833,13456,27,0
